image_id,x_1,y_1,width,height
011739.jpg,62,72,78,105
011740.jpg,45,71,80,105
011741.jpg,43,65,79,110
011742.jpg,46,72,85,110
011743.jpg,52,71,80,105
011744.jpg,47,62,87,123
011745.jpg,47,76,75,101
011746.jpg,62,72,82,122
011747.jpg,43,61,92,123
011748.jpg,47,79,80,100
011749.jpg,54,67,86,115
011750.jpg,52,69,81,108
011751.jpg,50,65,81,114
011752.jpg,47,68,83,109
011753.jpg,50,69,83,114
011754.jpg,48,68,83,115
011755.jpg,48,63,86,119
011756.jpg,19,72,84,112
011757.jpg,49,67,80,110
011758.jpg,53,65,78,114
011759.jpg,59,66,78,117
011760.jpg,45,75,80,102
011761.jpg,50,63,85,117
011762.jpg,58,66,86,116
011763.jpg,42,61,89,125
011764.jpg,47,72,83,102
011765.jpg,51,67,87,117
011766.jpg,42,67,81,113
011767.jpg,47,65,83,113
011768.jpg,47,68,82,116
011769.jpg,52,70,84,115
011770.jpg,48,60,89,122
011771.jpg,43,66,84,114
011772.jpg,57,66,87,118
011773.jpg,43,65,84,114
011774.jpg,39,69,87,113
011775.jpg,44,70,85,113
011776.jpg,45,68,85,111
011777.jpg,46,74,86,104
011778.jpg,50,64,78,113
011779.jpg,44,67,82,117
011780.jpg,43,70,78,106
011781.jpg,47,65,89,119
011782.jpg,61,69,79,105
011783.jpg,30,67,96,120
011784.jpg,45,64,83,116
011785.jpg,43,63,87,121
011786.jpg,39,68,92,120
011787.jpg,58,64,84,117
011788.jpg,60,59,86,123
011789.jpg,51,66,84,111
011790.jpg,43,68,85,112
011791.jpg,42,74,86,102
011792.jpg,46,65,82,117
011794.jpg,45,76,82,99
011795.jpg,49,63,88,122
011796.jpg,42,67,81,108
011797.jpg,58,64,86,114
011798.jpg,37,71,81,107
011799.jpg,51,70,78,107
011800.jpg,44,63,85,125
011801.jpg,37,65,86,118
011802.jpg,42,67,87,113
011803.jpg,65,51,95,143
011804.jpg,49,78,79,98
011805.jpg,42,63,97,122
011806.jpg,57,57,86,129
011807.jpg,41,66,82,116
011808.jpg,49,64,89,121
011809.jpg,41,73,80,105
011810.jpg,52,66,78,114
011811.jpg,60,68,82,114
011812.jpg,52,70,79,112
011813.jpg,40,60,85,127
011814.jpg,53,67,82,111
011815.jpg,52,65,86,119
011816.jpg,45,58,97,134
011817.jpg,59,67,79,109
011818.jpg,45,70,79,111
011819.jpg,47,66,85,119
011820.jpg,47,73,89,114
011821.jpg,49,71,89,113
011822.jpg,53,67,84,116
011823.jpg,54,57,91,128
011824.jpg,24,58,82,126
011825.jpg,67,70,79,112
011826.jpg,50,67,79,111
011827.jpg,51,72,74,94
011828.jpg,51,67,80,113
011829.jpg,59,69,84,112
011830.jpg,51,58,92,125
011831.jpg,51,63,86,118
011832.jpg,53,66,78,113
011833.jpg,48,70,85,109
011834.jpg,48,70,81,107
011835.jpg,52,66,79,110
011836.jpg,48,70,80,103
011837.jpg,61,76,73,96
011838.jpg,67,62,79,123
011839.jpg,51,67,81,115
011840.jpg,46,67,86,118
011841.jpg,40,69,87,110
011842.jpg,43,65,89,118
011843.jpg,34,64,90,123
011844.jpg,41,73,78,105
011845.jpg,48,66,86,118
011846.jpg,57,63,90,121
011847.jpg,38,61,78,122
011848.jpg,64,73,91,111
011849.jpg,51,66,81,111
011850.jpg,32,65,78,117
011851.jpg,43,75,88,108
011852.jpg,47,63,86,120
011853.jpg,51,72,77,106
011854.jpg,57,69,81,112
011855.jpg,44,79,82,102
011856.jpg,63,69,87,107
011857.jpg,46,75,85,104
011858.jpg,57,71,80,106
011859.jpg,44,61,83,120
011860.jpg,47,77,88,104
011861.jpg,43,69,86,114
011862.jpg,49,70,79,107
011863.jpg,47,69,86,114
011864.jpg,39,66,83,117
011865.jpg,45,61,87,119
011866.jpg,52,68,80,112
011867.jpg,50,74,79,108
011868.jpg,42,65,85,115
011869.jpg,34,64,89,116
011870.jpg,46,70,79,107
011871.jpg,45,65,83,118
011872.jpg,43,71,78,108
011873.jpg,44,74,85,105
011874.jpg,41,64,81,116
011875.jpg,42,61,86,123
011876.jpg,46,67,78,114
011877.jpg,52,63,89,123
011878.jpg,42,64,87,114
011879.jpg,41,81,88,100
011880.jpg,49,63,82,121
011881.jpg,52,68,82,109
011882.jpg,48,66,82,115
011883.jpg,54,67,86,117
011884.jpg,30,65,82,116
011885.jpg,47,62,89,122
011886.jpg,43,64,87,117
011887.jpg,50,68,79,109
011888.jpg,54,65,82,116
011889.jpg,52,63,81,119
011890.jpg,42,69,85,112
011891.jpg,53,67,79,110
011892.jpg,46,70,85,108
011893.jpg,47,64,82,120
011894.jpg,38,64,90,122
011895.jpg,50,76,74,99
011896.jpg,63,64,87,121
011897.jpg,48,69,84,111
011898.jpg,53,58,92,130
011899.jpg,49,69,81,107
011900.jpg,55,66,85,121
011901.jpg,45,76,85,103
011902.jpg,37,66,89,119
011903.jpg,38,62,88,128
011904.jpg,42,74,91,99
011905.jpg,49,67,78,111
011906.jpg,41,64,78,118
011907.jpg,40,61,92,124
011908.jpg,54,83,79,101
011909.jpg,49,62,82,124
011910.jpg,46,67,88,116
011911.jpg,59,71,76,107
011912.jpg,41,63,85,113
011913.jpg,49,69,79,109
011914.jpg,46,69,83,110
011915.jpg,49,68,80,115
011916.jpg,55,67,90,121
011917.jpg,45,64,85,115
011918.jpg,50,68,75,109
011919.jpg,48,57,97,127
011920.jpg,57,63,82,114
011921.jpg,56,65,82,116
011922.jpg,33,58,82,128
011923.jpg,45,63,93,123
011924.jpg,25,71,92,120
011925.jpg,47,62,85,114
011926.jpg,47,69,82,110
011927.jpg,32,67,81,108
011928.jpg,49,70,79,106
011929.jpg,42,66,82,111
011930.jpg,38,71,88,110
011931.jpg,51,71,82,115
011932.jpg,55,74,78,101
011933.jpg,52,74,85,104
011934.jpg,57,67,80,109
011935.jpg,50,63,81,116
011936.jpg,47,63,82,116
011937.jpg,50,67,82,114
011938.jpg,44,64,72,114
011939.jpg,54,64,88,121
011940.jpg,47,72,79,107
011941.jpg,53,64,81,115
011942.jpg,41,65,81,112
011943.jpg,56,68,82,110
011944.jpg,43,57,90,135
011945.jpg,44,67,88,113
011946.jpg,40,69,87,112
011947.jpg,64,71,78,105
011948.jpg,45,65,84,117
011949.jpg,53,68,89,112
011950.jpg,51,67,80,110
011951.jpg,63,76,72,103
011952.jpg,56,67,87,116
011953.jpg,49,65,82,113
011954.jpg,47,68,79,110
011955.jpg,51,67,82,112
011956.jpg,49,68,76,106
011957.jpg,50,66,81,113
011958.jpg,51,66,78,111
011959.jpg,45,70,83,108
011960.jpg,61,67,77,113
011961.jpg,44,68,84,112
011962.jpg,53,69,80,106
011963.jpg,45,61,82,121
011964.jpg,41,65,83,116
011965.jpg,49,59,87,124
011966.jpg,53,69,76,109
011967.jpg,38,62,90,128
011968.jpg,50,66,80,116
011969.jpg,43,65,83,116
011970.jpg,46,68,81,115
011971.jpg,41,66,87,117
011972.jpg,51,70,80,111
011973.jpg,46,66,87,120
011974.jpg,36,59,85,124
011975.jpg,11,56,98,142
011976.jpg,40,69,77,107
011977.jpg,38,65,86,119
011978.jpg,49,69,79,110
011979.jpg,46,66,82,115
011980.jpg,35,68,88,121
011981.jpg,64,61,85,118
011982.jpg,46,66,85,120
011983.jpg,56,73,81,109
011984.jpg,49,66,86,121
011985.jpg,46,76,82,104
011986.jpg,37,72,83,110
011987.jpg,64,61,70,120
011988.jpg,48,66,80,109
011989.jpg,52,68,80,109
011990.jpg,51,77,80,99
011991.jpg,50,62,83,120
011992.jpg,41,68,90,115
011993.jpg,63,69,81,111
011994.jpg,51,66,86,121
011995.jpg,51,63,85,124
011996.jpg,49,68,89,114
011997.jpg,55,59,76,114
011998.jpg,44,65,84,117
011999.jpg,38,64,84,121
012000.jpg,41,71,79,111
012001.jpg,60,61,92,125
012002.jpg,50,62,87,123
012003.jpg,51,72,82,106
012004.jpg,38,68,82,112
012005.jpg,42,68,84,115
012006.jpg,47,62,92,126
012007.jpg,46,68,84,113
012008.jpg,47,65,81,116
012009.jpg,53,66,88,120
012010.jpg,39,67,81,112
012011.jpg,47,72,85,110
012012.jpg,45,72,81,106
012013.jpg,59,73,65,103
012014.jpg,22,56,90,133
012015.jpg,43,66,82,117
012016.jpg,52,65,84,118
012017.jpg,56,68,101,120
012018.jpg,46,60,91,122
012019.jpg,44,62,89,117
012020.jpg,38,67,88,112
012021.jpg,45,68,81,111
012022.jpg,39,61,83,120
012023.jpg,35,71,86,113
012024.jpg,56,73,76,103
012025.jpg,44,68,88,115
012026.jpg,41,70,81,104
012027.jpg,43,68,86,115
012028.jpg,24,62,88,123
012029.jpg,46,64,88,117
012030.jpg,46,68,78,109
012031.jpg,68,62,90,124
012032.jpg,62,74,87,104
012033.jpg,51,65,83,119
012034.jpg,38,64,89,127
012035.jpg,24,70,86,114
012036.jpg,56,70,75,109
012037.jpg,39,72,89,112
012038.jpg,56,64,70,117
012039.jpg,41,62,85,122
012040.jpg,45,63,86,115
012041.jpg,49,66,89,113
012042.jpg,48,62,85,117
012043.jpg,45,66,82,116
012044.jpg,52,66,76,110
012045.jpg,46,63,86,121
012046.jpg,37,63,79,120
012047.jpg,46,68,74,107
012048.jpg,51,65,79,109
012049.jpg,50,68,87,116
012050.jpg,51,72,78,104
012051.jpg,44,77,75,97
012052.jpg,39,67,78,119
012053.jpg,41,64,89,120
012054.jpg,44,62,86,121
012055.jpg,46,71,77,104
012056.jpg,50,68,78,109
012057.jpg,43,63,79,116
012058.jpg,48,59,86,121
012059.jpg,34,61,93,124
012060.jpg,40,63,91,118
012061.jpg,55,65,74,111
012062.jpg,56,69,85,113
012063.jpg,54,64,75,115
012064.jpg,43,70,82,111
012065.jpg,48,65,90,122
012066.jpg,38,75,78,107
012067.jpg,49,78,83,102
012068.jpg,47,66,82,120
012069.jpg,50,66,88,121
012070.jpg,49,65,87,116
012071.jpg,53,69,85,113
012072.jpg,45,71,80,113
012073.jpg,50,63,82,121
012074.jpg,47,73,83,105
012075.jpg,45,80,84,102
012076.jpg,47,69,87,112
012077.jpg,52,62,84,119
012078.jpg,52,73,74,100
012079.jpg,52,84,79,94
012080.jpg,58,65,80,115
012081.jpg,39,66,78,111
012082.jpg,49,62,85,119
012083.jpg,30,72,81,111
012084.jpg,48,65,88,122
012085.jpg,51,64,84,120
012086.jpg,53,58,92,126
012087.jpg,54,75,74,101
012088.jpg,43,72,89,105
012089.jpg,45,76,88,108
012090.jpg,43,62,87,120
012091.jpg,45,62,86,125
012092.jpg,46,70,84,115
012093.jpg,46,68,82,115
012094.jpg,47,64,85,119
012095.jpg,27,76,83,101
012096.jpg,46,64,82,116
012097.jpg,44,66,80,107
012098.jpg,66,61,90,126
012099.jpg,56,68,80,110
012100.jpg,21,61,89,134
012101.jpg,48,66,81,109
012102.jpg,51,64,85,123
012103.jpg,42,71,87,111
012104.jpg,48,66,82,110
012105.jpg,44,77,77,101
012106.jpg,39,58,76,124
012107.jpg,52,63,81,119
012108.jpg,57,62,76,116
012109.jpg,32,81,90,111
012110.jpg,44,77,82,105
012111.jpg,51,70,77,107
012112.jpg,48,62,96,123
012113.jpg,47,71,75,105
012114.jpg,44,68,86,115
012115.jpg,59,70,75,108
012116.jpg,48,67,83,115
012117.jpg,45,65,91,125
012118.jpg,56,68,82,106
012119.jpg,46,64,89,120
012120.jpg,33,70,83,106
012121.jpg,59,69,80,112
012122.jpg,46,66,86,115
012123.jpg,65,67,84,116
012124.jpg,45,69,81,113
012125.jpg,50,68,85,110
012126.jpg,47,64,81,114
012127.jpg,56,63,89,120
012128.jpg,23,55,92,126
012129.jpg,47,68,74,110
012130.jpg,58,71,77,105
012131.jpg,40,62,85,118
012132.jpg,30,57,86,138
012133.jpg,40,64,90,121
012134.jpg,41,77,83,97
012135.jpg,39,68,81,113
012136.jpg,40,64,78,115
012137.jpg,48,75,87,103
012138.jpg,48,64,83,119
012139.jpg,59,63,88,115
012140.jpg,38,64,80,118
012141.jpg,44,62,84,116
012142.jpg,63,66,69,110
012143.jpg,45,68,85,120
012144.jpg,50,64,76,114
012145.jpg,47,70,80,112
012146.jpg,40,60,79,122
012147.jpg,46,73,90,110
012148.jpg,40,64,81,117
012149.jpg,52,65,78,113
012150.jpg,49,65,86,119
012151.jpg,46,66,84,114
012152.jpg,60,66,84,121
012153.jpg,53,65,79,110
012154.jpg,50,71,83,110
012155.jpg,49,67,83,112
012156.jpg,49,68,81,117
012157.jpg,44,64,89,119
012158.jpg,45,65,82,116
012159.jpg,49,69,79,108
012160.jpg,41,61,93,127
012161.jpg,40,64,79,113
012162.jpg,42,62,91,123
012163.jpg,49,67,79,114
012164.jpg,48,81,79,99
012165.jpg,49,65,87,116
012166.jpg,47,66,82,117
012167.jpg,46,64,89,118
012168.jpg,46,67,83,114
012169.jpg,36,59,78,126
012170.jpg,53,73,77,104
012171.jpg,47,79,78,99
012172.jpg,38,62,86,123
012173.jpg,34,85,87,97
012174.jpg,56,69,78,110
012175.jpg,52,73,77,103
012176.jpg,37,67,84,110
012177.jpg,61,70,81,107
012178.jpg,43,71,86,115
012179.jpg,51,66,76,114
012180.jpg,45,61,93,124
012181.jpg,43,72,76,103
012182.jpg,47,76,82,101
012183.jpg,39,61,81,120
012184.jpg,36,72,76,108
012185.jpg,58,58,95,128
012186.jpg,42,71,78,107
012187.jpg,29,71,80,104
012188.jpg,49,67,86,121
012189.jpg,53,60,82,122
012190.jpg,40,67,82,115
012191.jpg,49,60,91,124
012192.jpg,53,71,79,110
012193.jpg,49,79,85,102
012194.jpg,54,66,78,112
012195.jpg,33,68,86,114
012196.jpg,39,73,86,109
012197.jpg,53,69,82,107
012198.jpg,54,68,79,110
012199.jpg,54,71,81,110
012200.jpg,48,67,82,109
012201.jpg,48,68,83,110
012202.jpg,53,62,86,117
012203.jpg,41,70,79,109
012204.jpg,30,71,80,115
012205.jpg,36,63,91,120
012206.jpg,37,68,82,112
012207.jpg,28,79,84,105
012208.jpg,55,67,82,114
012209.jpg,42,66,82,109
012210.jpg,53,68,78,111
012211.jpg,41,56,88,118
012212.jpg,44,65,78,118
012213.jpg,41,70,84,116
012214.jpg,55,67,87,114
012215.jpg,46,65,86,122
012216.jpg,37,65,85,124
012217.jpg,42,61,88,124
012218.jpg,60,70,86,109
012219.jpg,51,64,84,116
012220.jpg,56,62,86,125
012221.jpg,76,62,84,131
012222.jpg,56,72,77,103
012223.jpg,50,66,82,115
012224.jpg,43,67,87,117
012225.jpg,52,63,81,116
012226.jpg,41,68,82,110
012227.jpg,37,60,85,123
012228.jpg,47,67,79,111
012229.jpg,53,75,77,100
012230.jpg,49,67,82,112
012231.jpg,54,69,80,110
012232.jpg,37,74,88,108
012233.jpg,38,67,84,109
012234.jpg,48,69,79,109
012235.jpg,47,69,88,117
012236.jpg,53,64,83,118
012237.jpg,51,66,77,110
012238.jpg,35,67,86,113
012239.jpg,53,72,82,105
012240.jpg,46,72,77,104
012241.jpg,48,64,79,113
012242.jpg,40,66,84,120
012243.jpg,63,74,86,110
012244.jpg,55,62,85,120
012245.jpg,68,76,79,108
012246.jpg,47,63,87,120
012247.jpg,47,66,78,113
012248.jpg,49,67,77,111
012249.jpg,50,71,75,104
012250.jpg,46,58,90,133
012251.jpg,57,68,80,107
012252.jpg,43,65,92,120
012253.jpg,45,68,85,115
012254.jpg,57,76,80,105
012255.jpg,36,62,80,121
012256.jpg,47,82,74,92
012257.jpg,51,69,80,111
012258.jpg,48,70,83,109
012259.jpg,60,74,81,105
012260.jpg,57,68,82,110
012261.jpg,45,65,87,117
012262.jpg,40,65,82,120
012263.jpg,36,67,86,115
012264.jpg,48,67,85,116
012265.jpg,48,63,83,120
012266.jpg,50,71,78,107
012267.jpg,46,65,87,122
012268.jpg,48,64,90,124
012269.jpg,46,66,78,110
012270.jpg,43,74,75,103
012271.jpg,52,75,77,104
012272.jpg,51,71,81,106
012273.jpg,48,65,84,116
012274.jpg,45,71,88,110
012275.jpg,46,63,87,124
012276.jpg,40,61,82,120
012277.jpg,46,59,86,125
012278.jpg,52,58,88,127
012279.jpg,45,66,83,114
012280.jpg,44,63,84,120
012281.jpg,48,66,81,113
012282.jpg,56,66,79,115
012283.jpg,40,67,78,111
012284.jpg,52,63,89,120
012285.jpg,48,78,80,100
012286.jpg,52,64,87,121
012287.jpg,58,72,74,100
012288.jpg,45,73,86,109
012289.jpg,40,64,86,120
012290.jpg,56,68,78,110
012291.jpg,31,57,96,129
012292.jpg,51,75,73,98
012293.jpg,31,59,95,130
012294.jpg,52,72,76,106
012295.jpg,52,74,82,108
012296.jpg,47,64,86,116
012297.jpg,36,70,90,112
012298.jpg,54,70,79,105
012299.jpg,54,67,86,118
012300.jpg,40,67,89,116
012301.jpg,47,72,82,115
012302.jpg,31,68,84,113
012303.jpg,52,61,88,124
012304.jpg,60,68,81,110
012305.jpg,37,68,87,118
012307.jpg,63,64,83,116
012308.jpg,60,70,75,109
012309.jpg,47,64,80,117
012310.jpg,59,69,80,113
012311.jpg,46,60,87,121
012312.jpg,47,62,83,114
012313.jpg,44,68,80,108
012314.jpg,35,65,88,114
012315.jpg,53,81,79,98
012316.jpg,49,73,77,104
012317.jpg,47,64,83,115
012318.jpg,50,69,80,113
012319.jpg,31,59,93,124
012320.jpg,52,63,83,120
012321.jpg,50,71,81,109
012322.jpg,47,69,82,109
012323.jpg,47,69,82,106
012324.jpg,30,66,92,124
012325.jpg,47,65,85,116
012326.jpg,48,72,84,105
012327.jpg,33,58,84,124
012328.jpg,43,64,81,117
012329.jpg,67,64,77,114
012330.jpg,56,62,86,127
012331.jpg,36,65,91,121
012332.jpg,48,66,84,117
012333.jpg,45,64,85,123
012334.jpg,55,67,81,114
012335.jpg,49,74,82,105
012336.jpg,50,71,78,107
012337.jpg,48,63,77,113
012338.jpg,44,64,86,119
012339.jpg,35,64,88,116
012340.jpg,41,65,86,118
012341.jpg,53,67,78,109
012342.jpg,44,66,81,115
012343.jpg,48,71,82,113
012344.jpg,44,63,87,117
012345.jpg,53,66,83,112
012346.jpg,59,66,82,112
012347.jpg,50,63,88,120
012348.jpg,47,67,86,117
012349.jpg,35,71,81,116
012350.jpg,53,67,81,113
012351.jpg,49,65,89,130
012352.jpg,41,65,83,111
012353.jpg,52,68,81,112
012354.jpg,55,53,91,138
012355.jpg,44,60,81,124
012356.jpg,40,64,88,116
012357.jpg,48,65,81,112
012358.jpg,42,66,87,120
012359.jpg,47,67,81,117
012360.jpg,48,64,90,114
012361.jpg,46,63,89,116
012362.jpg,59,64,82,115
012363.jpg,51,71,75,108
012364.jpg,46,71,87,110
012365.jpg,44,70,84,111
012366.jpg,47,63,95,124
012367.jpg,56,69,83,112
012368.jpg,51,68,83,109
012369.jpg,47,70,82,106
012370.jpg,42,73,81,103
012371.jpg,47,71,79,106
012372.jpg,60,67,83,115
012373.jpg,45,63,92,124
012374.jpg,57,63,78,118
012375.jpg,46,68,83,112
012376.jpg,29,64,87,120
012377.jpg,41,60,89,126
012378.jpg,60,62,80,120
012379.jpg,52,65,86,116
012380.jpg,44,67,77,109
012381.jpg,48,77,82,102
012382.jpg,36,64,93,125
012383.jpg,39,61,86,121
012384.jpg,48,70,82,108
012385.jpg,45,69,77,105
012386.jpg,39,69,86,110
012387.jpg,45,74,79,100
012388.jpg,62,68,76,110
012389.jpg,35,63,80,121
012390.jpg,54,64,85,114
012391.jpg,52,71,73,104
012392.jpg,44,62,90,124
012393.jpg,46,70,86,114
012394.jpg,28,65,85,120
012395.jpg,48,70,79,109
012396.jpg,63,51,105,148
012397.jpg,44,68,82,112
012398.jpg,49,68,77,109
012399.jpg,42,65,93,119
012400.jpg,55,66,82,114
012401.jpg,50,68,85,116
012402.jpg,53,65,81,115
012403.jpg,42,64,89,117
012404.jpg,46,60,90,126
012405.jpg,35,59,84,118
012406.jpg,45,79,79,99
012407.jpg,43,63,91,122
012408.jpg,43,69,84,109
012409.jpg,50,74,84,107
012410.jpg,50,73,78,105
012411.jpg,43,66,83,118
012412.jpg,44,71,81,108
012413.jpg,46,74,84,107
012414.jpg,45,65,86,116
012415.jpg,42,76,75,107
012416.jpg,54,76,75,100
012417.jpg,55,62,88,128
012418.jpg,17,47,97,148
012419.jpg,50,68,84,114
012420.jpg,49,73,89,106
012421.jpg,44,68,83,113
012422.jpg,54,78,84,105
012423.jpg,45,65,85,111
012424.jpg,36,64,86,116
012425.jpg,43,67,82,115
012426.jpg,43,64,89,118
012427.jpg,34,67,83,111
012428.jpg,56,64,79,112
012429.jpg,47,67,89,113
012430.jpg,50,71,77,107
012431.jpg,42,84,78,93
012432.jpg,44,66,82,117
012433.jpg,45,79,83,105
012434.jpg,45,63,85,122
012435.jpg,49,77,83,103
012436.jpg,43,80,82,96
012437.jpg,43,73,82,109
012438.jpg,53,70,78,108
012439.jpg,67,56,86,133
012440.jpg,47,70,80,106
012441.jpg,41,66,81,111
012442.jpg,50,70,80,109
012443.jpg,46,65,83,119
012444.jpg,44,67,87,114
012445.jpg,50,72,79,106
012446.jpg,41,83,76,94
012447.jpg,44,59,91,124
012448.jpg,53,64,88,126
012449.jpg,42,76,76,101
012450.jpg,40,68,82,119
012451.jpg,19,66,92,115
012452.jpg,51,74,79,98
012453.jpg,47,59,91,116
012454.jpg,37,69,86,115
012455.jpg,30,66,81,118
012456.jpg,55,67,75,118
012457.jpg,44,68,93,112
012458.jpg,46,63,84,122
012459.jpg,65,62,81,119
012460.jpg,42,73,82,108
012461.jpg,52,82,85,99
012462.jpg,49,67,78,110
012463.jpg,50,68,83,111
012464.jpg,37,64,84,114
012465.jpg,55,67,80,111
012466.jpg,53,72,76,103
012467.jpg,57,65,89,114
012468.jpg,56,66,84,111
012469.jpg,37,58,88,126
012470.jpg,40,69,82,113
012471.jpg,23,79,85,101
012472.jpg,21,2,35,44
012473.jpg,32,67,90,115
012474.jpg,52,67,82,114
012475.jpg,50,64,75,113
012476.jpg,38,67,82,116
012477.jpg,26,59,89,126
012478.jpg,37,64,91,120
012479.jpg,45,67,83,111
012480.jpg,49,69,81,108
012481.jpg,51,68,79,108
012482.jpg,46,66,83,110
012483.jpg,46,70,78,110
012484.jpg,67,61,77,119
012485.jpg,50,72,79,105
012486.jpg,48,68,81,112
012487.jpg,43,62,85,124
012488.jpg,49,77,86,101
012489.jpg,58,52,95,140
012490.jpg,36,60,85,123
012491.jpg,46,63,84,117
012492.jpg,38,60,93,125
012493.jpg,52,67,78,103
012494.jpg,48,68,86,116
012495.jpg,54,64,86,123
012496.jpg,48,76,81,108
012497.jpg,47,69,84,102
012498.jpg,39,63,86,123
012499.jpg,45,73,80,103
012500.jpg,50,72,81,105
012501.jpg,44,66,80,113
012502.jpg,52,69,85,119
012503.jpg,37,67,90,118
012504.jpg,44,65,87,122
012505.jpg,37,62,85,120
012506.jpg,59,62,84,125
012507.jpg,70,95,65,87
012508.jpg,45,67,81,117
012509.jpg,51,66,83,113
012510.jpg,50,68,78,112
012511.jpg,45,68,79,109
012512.jpg,47,69,83,113
012513.jpg,50,58,90,128
012514.jpg,54,68,78,110
012515.jpg,52,73,85,107
012516.jpg,45,67,88,118
012517.jpg,59,78,84,99
012518.jpg,27,64,84,115
012519.jpg,44,63,89,122
012520.jpg,48,65,87,120
012521.jpg,50,60,82,127
012522.jpg,45,68,88,116
012523.jpg,43,63,88,123
012524.jpg,64,63,87,125
012525.jpg,40,76,79,100
012526.jpg,53,68,77,111
012527.jpg,2,30,112,180
012528.jpg,50,65,86,122
012529.jpg,48,65,87,119
012530.jpg,53,67,78,110
012531.jpg,47,80,81,98
012532.jpg,45,75,85,103
012533.jpg,61,73,79,102
012534.jpg,48,73,80,104
012535.jpg,19,56,98,135
012536.jpg,48,64,87,120
012537.jpg,50,67,83,117
012538.jpg,56,67,78,109
012539.jpg,50,67,84,109
012540.jpg,31,59,85,124
012541.jpg,45,61,90,123
012542.jpg,45,62,87,124
012543.jpg,23,56,93,136
012544.jpg,46,73,77,108
012545.jpg,53,68,77,108
012546.jpg,38,66,85,114
012547.jpg,47,62,85,123
012548.jpg,50,65,82,113
012549.jpg,38,60,77,121
012550.jpg,42,67,88,119
012551.jpg,52,72,76,108
012552.jpg,49,71,78,108
012553.jpg,30,59,90,125
012554.jpg,43,74,85,109
012555.jpg,50,68,80,111
012556.jpg,58,69,82,112
012557.jpg,52,65,76,113
012558.jpg,49,66,84,118
012559.jpg,40,74,79,105
012560.jpg,48,66,82,112
012561.jpg,45,76,75,97
012562.jpg,44,65,87,113
012563.jpg,49,63,87,120
012564.jpg,22,59,88,130
012565.jpg,45,68,89,114
012566.jpg,39,60,94,126
012567.jpg,49,59,91,126
012568.jpg,34,66,81,117
012569.jpg,38,65,90,124
012570.jpg,45,64,87,119
012571.jpg,49,73,84,106
012572.jpg,45,62,90,124
012573.jpg,53,62,88,122
012574.jpg,39,69,81,110
012575.jpg,40,77,77,99
012576.jpg,45,66,81,111
012577.jpg,46,63,88,120
012578.jpg,49,68,79,107
012579.jpg,49,67,79,111
012580.jpg,47,72,79,107
012581.jpg,48,67,80,111
012582.jpg,40,60,94,127
012583.jpg,53,56,89,131
012584.jpg,49,64,83,113
012585.jpg,43,77,76,106
012586.jpg,54,65,77,115
012587.jpg,49,83,81,93
012588.jpg,46,65,81,116
012589.jpg,50,69,78,110
012590.jpg,44,58,96,129
012591.jpg,39,68,82,115
012592.jpg,65,64,89,124
012593.jpg,57,69,80,109
012594.jpg,52,65,78,112
012595.jpg,50,76,79,107
012596.jpg,47,74,77,101
012597.jpg,35,61,93,123
012598.jpg,60,71,83,121
012599.jpg,53,68,84,106
012600.jpg,45,70,75,108
012601.jpg,54,66,85,117
012602.jpg,36,66,87,124
012603.jpg,48,62,85,123
012604.jpg,49,65,91,120
012605.jpg,48,69,82,109
012606.jpg,46,72,84,106
012607.jpg,45,60,90,123
012608.jpg,43,65,83,120
012609.jpg,46,82,78,98
012610.jpg,51,76,82,103
012611.jpg,47,67,80,115
012612.jpg,61,69,83,109
012613.jpg,43,72,84,111
012614.jpg,51,72,79,105
012615.jpg,49,78,73,95
012616.jpg,46,72,85,110
012617.jpg,49,69,86,112
012618.jpg,50,72,90,115
012619.jpg,55,70,76,107
012620.jpg,37,75,79,102
012621.jpg,49,64,80,116
012622.jpg,52,60,89,123
012623.jpg,42,59,92,131
012624.jpg,52,77,82,102
012625.jpg,47,63,94,120
012626.jpg,31,59,87,123
012627.jpg,60,66,77,115
012628.jpg,62,64,85,118
012630.jpg,45,72,90,112
012631.jpg,47,68,83,107
012632.jpg,52,65,79,115
012633.jpg,49,64,89,119
012634.jpg,45,71,79,102
012635.jpg,40,69,91,114
012636.jpg,37,63,89,117
012637.jpg,53,65,81,119
012638.jpg,48,66,83,116
012639.jpg,53,63,90,119
012640.jpg,60,62,82,115
012641.jpg,42,72,76,102
012642.jpg,50,69,81,110
012643.jpg,39,71,83,108
012644.jpg,41,69,86,109
012645.jpg,50,67,78,109
012646.jpg,47,74,84,107
012647.jpg,38,65,81,115
012648.jpg,48,61,100,128
012649.jpg,44,65,85,122
012650.jpg,56,67,81,108
012651.jpg,49,53,96,134
012652.jpg,58,68,75,107
012653.jpg,46,69,77,111
012654.jpg,47,67,81,114
012655.jpg,55,66,84,113
012656.jpg,47,72,86,110
012657.jpg,44,66,85,109
012658.jpg,50,69,77,108
012659.jpg,46,67,84,114
012660.jpg,49,68,86,111
012661.jpg,39,64,85,114
012662.jpg,49,66,82,116
012663.jpg,41,67,86,117
012664.jpg,49,66,82,114
012665.jpg,44,63,93,123
012666.jpg,51,69,79,108
012667.jpg,41,70,77,112
012668.jpg,53,66,87,119
012669.jpg,45,66,78,116
012670.jpg,40,69,78,109
012671.jpg,56,61,89,114
012672.jpg,49,69,84,111
012673.jpg,51,66,77,113
